x,y,line,curve,sin,p1,p2,c1,c2
79.5831448514946,100.272529332989,84.6665158811957,-2884.57489978115,-0.207154730316342,4.25327079035342,1.29191820733249,0,1
80.3534700185992,97.2697946233432,85.2827760148793,-2880.41040457596,-0.354828603593902,4.1215754494071,1.25898837484419,0.0634239196565645,0.997986676471884
53.7052024155855,103.930399645532,63.9641619324684,-2656.22735193637,-0.9677807862169,4.11748727299273,1.3180247951299,0.126592453573749,0.991954812830795
99.1774782189168,111.937301724003,100.341982575133,-2581.68231026212,0.833791260194022,4.3774549394846,2.43738485313952,0.18925124436041,0.981928697262707
96.1063314112835,104.404844594487,97.8850651290268,-2656.25452836555,0.363209518332886,3.54027082547545,1.92820836417377,0.251147987181079,0.967948701396356
99.0491966134869,97.6304386450205,100.239357290789,-2584.99878029794,0.819354071630179,4.21158256754279,2.32414751909673,0.312033445698487,0.950071117740945
81.9251440116204,98.7762409251778,86.5401152092963,-2869.94811674222,-0.626508559584941,3.22210345566273,2.30052788965404,0.371662455660328,0.928367933016073
85.4864765191451,78.4098672584368,89.3891812153161,-2836.47940700205,-0.98358048675095,4.52370019629598,1.93305159620941,0.429794912089172,0.902926538286621
67.9933860432357,106.372743133714,75.3947088345885,-2870.73519209538,0.858484185766782,3.83479345850647,2.33942590430379,0.486196736100469,0.873849377069785
71.2149199913256,79.5643929434138,77.9719359930605,-2888.97798042198,0.994406597362636,4.3496492382139,1.7257725212723,0.540640817455598,0.841253532831181
55.3139808471315,121.431337808755,65.2511846777052,-2691.27258896877,-0.997741459979044,5.05378587245941,1.55634617656469,0.59290792905464,0.805270257531059
52.473644760903,102.710922014638,62.9789158087224,-2627.53144821274,-0.877176973010336,5.51211581863463,1.64658497236669,0.642787609686539,0.766044443118978
91.0883975448087,80.1741801033996,93.870718035847,-2756.42245025658,-0.590659912865012,5.62882664911449,2.17974568419158,0.690079011482112,0.72373403810507
54.3533277697861,89.5211974443316,64.4826622158289,-2670.6784376099,-0.992209041710239,5.4887980107218,1.92999463863671,0.734591708657533,0.678509411557132
69.3868413916789,80.9424104883075,76.5094731133431,-2879.98628439463,0.966441718420843,5.53269758224487,2.26779641956091,0.776146464291757,0.630552667084523
79.7313300892711,119.246034381521,84.7850640714169,-2883.82301831419,-0.2360536813789,4.82905387505889,1.64093680642545,0.814575952050336,0.580056909571198
88.9770656358451,97.8832638321001,92.181652508676,-2790.53092717324,-0.869477110562166,4.86909379065037,1.47964478507638,0.849725429949514,0.527225467610502
65.2342687244527,95.88517214803,73.1874149795622,-2846.29925620468,0.462207655960057,4.83772303126752,2.20012642368674,0.881453363447582,0.472271074772683
75.3631990985014,109.79952638959,81.2905592788011,-2896.14323823568,0.59343788235282,5.11214756667614,2.34455114193261,0.909631995354518,0.415415013001886
56.187304854393,109.121901340895,65.9498438835144,-2709.13932523998,-0.970887776764886,5.41242107227445,1.47625804580748,0.934147860265107,0.356886221591872
97.3381555988453,114.629901851407,98.8705244790763,-2627.55381801202,0.579467530483749,4.30330606773496,2.42688435837626,0.954902241444074,0.296920375328275
60.1166287204251,103.645088008226,69.09330297634,-2779.44946562317,-0.516745215949455,4.4119992826134,1.25759027414024,0.971811568323542,0.235758935509427
56.0582312988117,101.770338550916,65.8465850390494,-2706.54999565346,-0.976747130405346,4.76728561855853,1.55963826328516,0.984807753012208,0.17364817766693
69.6850843727589,99.2155875334895,76.7480674982071,-2881.69688434414,0.980036753174358,5.32651444971561,2.00294232927263,0.993838464461254,0.110838199901011
79.6373412013054,85.2606758811986,84.7098729610443,-2884.30263143502,-0.217746500103795,4.69380327165127,1.67984740175307,0.998867339183008,0.0475819158237422
66.1579247447662,98.7074002447314,73.926339795813,-2855.38486209206,0.617227782042863,4.20546673387289,2.61636902727187,0.999874127673875,-0.015865963834808
95.3641101601534,97.356314945932,97.2912881281227,-2672.76540026765,0.221415842333473,5.08820933587849,2.67434867508709,0.996854775951942,-0.0792499568567885
85.0468604825437,107.397780375998,89.037488386035,-2841.343671385,-0.963934089048022,5.48142040632665,1.24203224666417,0.989821441880933,-0.142314838273285
91.9673874625005,96.26433587024,94.5739099700004,-2740.81880653415,-0.44043076884584,4.43387141041458,1.41519291773438,0.978802446214779,-0.204806668065191
96.8548495904543,114.266736395638,98.4838796723634,-2639.00771840914,0.498106734035159,5.58756681457162,2.66742110028863,0.963842158559942,-0.266473813690035
69.1598744364455,96.0061862644939,76.3278995491564,-2878.62083899298,0.953789262511988,5.76966821290553,2.37679958418012,0.945000818714668,-0.327067963317422
78.4856792422943,92.507165116332,83.7885433938354,-2889.41335355316,0.0108272079361819,5.10389352962375,2.24986663348973,0.922354294104581,-0.386345125693129
63.6785533628426,78.3803771562566,71.9428426902741,-2828.93661245014,0.168531883696889,5.03462287820876,2.39880041480064,0.895993774291336,-0.444066612605774
51.8731084885076,101.33849948723,62.498486790806,-2612.95112788551,-0.813324599274609,5.26760105118155,2.72148965932429,0.866025403784438,-0.5
58.089048974216,101.47168717927,67.4712391793728,-2745.22763380807,-0.81257751573871,5.27973612472415,1.59081705547869,0.832569854634771,-0.55392006386611
87.8300464013591,91.3609828869843,91.2640371210873,-2807.06520694687,-0.959026708878117,5.78770408965647,2.14408742450178,0.795761840530832,-0.605609687137667
64.4705112208612,100.209598966909,72.576408976689,-2838.09829734861,0.32189622230571,5.4885386608541,1.48472755178809,0.755749574354258,-0.654860733945285
80.0869771512225,86.861870207658,85.069581720978,-2881.92280457409,-0.3045178163828,5.08542172275484,2.10040612407029,0.712694171378863,-0.701474887706321
69.7139395750128,86.5495439171129,76.7711516600102,-2881.85734585043,0.981167804342603,5.14645966589451,1.4248565223068,0.666769000516292,-0.745264449675755
