 num X1 X2 X3 X4 X5 X6 X7 Y
128637 14 14 1.0 0 0.0 0 0.0 1 
169768 15 15 1.0 0 0.0 0 0.0 1 
175555 20 18 0.9 0 0.0 0 0.0 1 
201212 46 45 0.9783000000000001 0 0.0 0 0.0 1 
252333 15 14 0.9333 0 0.0 0 0.0 1 
275819 17 17 1.0 0 0.0 0 0.0 1 
437562 14 14 1.0 0 0.0 0 0.0 1 
531618 75 71 0.9467 0 0.0 0 0.0 1 
550073 12 9 0.75 0 0.0 0 0.0 1 
585083 15 3 0.2 0 0.0 0 0.0 1 
642088 12 12 1.0 0 0.0 0 0.0 1 
730023 36 33 0.9167000000000001 0 0.0 0 0.0 1 
866940 14 14 1.0 0 0.0 0 0.0 1 
900699 54 0 0.0 0 0.0 0 0.0 1 
903989 26 0 0.0 0 0.0 0 0.0 1 
905889 20 16 0.8 0 0.0 0 0.0 1 
910956 25 21 0.8400000000000001 0 0.0 0 0.0 1 
936170 16 16 1.0 0 0.0 0 0.0 1 
967591 12 12 1.0 0 0.0 0 0.0 -1 
1020506 29 29 1.0 0 0.0 0 0.0 1 
1170222 20 20 1.0 0 0.0 0 0.0 1 
1238118 11 11 1.0 0 0.0 0 0.0 1 
1525656 16 14 0.875 0 0.0 0 0.0 1 
1727735 13 5 0.3846 0 0.0 0 0.0 1 
1910854 19 19 1.0 0 0.0 0 0.0 1 
1927923 11 11 1.0 0 0.0 0 0.0 1 
1937416 128 44 0.3437 0 0.0 0 0.0 1 
1991132 105 53 0.5048 0 0.0 0 0.0 1 
2058618 20 18 0.9 0 0.0 0 0.0 1 
2187685 162 0 0.0 0 0.0 0 0.0 1 
2276346 11 11 1.0 0 0.0 0 0.0 1 
2596831 12 10 0.8333 0 0.0 0 0.0 1 
2728753 28 28 1.0 0 0.0 0 0.0 -1 
2735185 18 18 1.0 0 0.0 0 0.0 1 
2755406 14 6 0.42860000000000004 0 0.0 0 0.0 1 
2857319 14 14 1.0 0 0.0 0 0.0 1 
2860089 16 15 0.9375 0 0.0 0 0.0 1 
2882676 13 13 1.0 0 0.0 0 0.0 1 
2888210 23 21 0.913 0 0.0 0 0.0 1 
2893666 45 45 1.0 0 0.0 0 0.0 1 
2970859 11 9 0.8182 0 0.0 0 0.0 1 
3176620 20 18 0.9 0 0.0 0 0.0 1 
3449300 21 21 1.0 0 0.0 0 0.0 -1 
3538105 13 3 0.2308 0 0.0 0 0.0 1 
