num X1 X2 X3 X4 X5 X6 X7 Y
135799 13 0 0.0 0 0.0 0 0.0 1 
252211 11 11 1.0 0 0.0 0 0.0 1 
278415 40 40 1.0 0 0.0 0 0.0 1 
394479 14 14 1.0 0 0.0 0 0.0 1 
437562 14 13 0.9286 0 0.0 0 0.0 1 
531618 76 76 1.0 0 0.0 0 0.0 1 
538450 11 11 1.0 0 0.0 0 0.0 1 
901077 11 4 0.36360000000000003 0 0.0 0 0.0 1 
903989 26 9 0.3462 0 0.0 0 0.0 1 
906395 46 43 0.9348000000000001 0 0.0 0 0.0 1 
958718 11 10 0.9091 0 0.0 0 0.0 1 
1394021 11 11 1.0 0 0.0 0 0.0 1 
1451583 26 23 0.8846 0 0.0 0 0.0 1 
1649068 33 33 1.0 0 0.0 0 0.0 1 
1660934 36 36 1.0 0 0.0 0 0.0 1 
1686683 11 11 1.0 0 0.0 0 0.0 -1 
1708658 37 36 0.9730000000000001 0 0.0 0 0.0 1 
1742899 15 15 1.0 0 0.0 0 0.0 -1 
1782310 25 23 0.92 0 0.0 0 0.0 1 
1907099 11 10 0.9091 0 0.0 0 0.0 1 
1910854 21 20 0.9524 0 0.0 0 0.0 1 
1937416 116 31 0.2672 0 0.0 0 0.0 1 
1950142 11 11 1.0 0 0.0 0 0.0 -1 
1967670 12 12 1.0 0 0.0 0 0.0 1 
1991132 230 56 0.2435 0 0.0 0 0.0 1 
2022534 12 12 1.0 0 0.0 0 0.0 1 
2058618 19 0 0.0 0 0.0 0 0.0 1 
2139306 15 11 0.7333000000000001 0 0.0 0 0.0 1 
2187685 176 161 0.9148000000000001 0 0.0 0 0.0 1 
2266755 11 11 1.0 0 0.0 0 0.0 1 
2276346 11 11 1.0 0 0.0 0 0.0 1 
2492056 37 36 0.9730000000000001 0 0.0 0 0.0 1 
2549832 58 54 0.931 0 0.0 0 0.0 1 
2647303 12 8 0.6667000000000001 0 0.0 0 0.0 1 
2812327 23 0 0.0 0 0.0 0 0.0 1 
2859431 14 11 0.7857000000000001 0 0.0 0 0.0 1 
2861973 11 6 0.5455 0 0.0 0 0.0 1 
2882676 19 19 1.0 0 0.0 0 0.0 1 
2901529 13 13 1.0 0 0.0 0 0.0 1 
3046718 22 18 0.8182 0 0.0 0 0.0 1 
3097571 12 9 0.75 0 0.0 0 0.0 1 
3439965 18 17 0.9444 0 0.0 0 0.0 1 
3523960 12 6 0.5 0 0.0 0 0.0 1 
3534098 11 10 0.9091 0 0.0 0 0.0 1 
3576507 16 16 1.0 0 0.0 0 0.0 1 
3625023 38 21 0.5526 0 0.0 0 0.0 1 
3705300 11 7 0.6364 0 0.0 0 0.0 1 
3778181 11 8 0.7273000000000001 0 0.0 0 0.0 1 
3789398 84 83 0.9881000000000001 0 0.0 0 0.0 1 
3846316 12 12 1.0 0 0.0 0 0.0 1 
3877850 16 14 0.875 0 0.0 0 0.0 1 
4050021 15 15 1.0 0 0.0 0 0.0 -1 
4104311 11 11 1.0 0 0.0 0 0.0 1 
4195197 13 11 0.8462000000000001 0 0.0 0 0.0 1 
4226476 12 12 1.0 0 0.0 0 0.0 1 
4370376 12 8 0.6667000000000001 0 0.0 0 0.0 1 
4580345 148 143 0.9662000000000001 0 0.0 0 0.0 1 
4581099 15 9 0.6 0 0.0 0 0.0 1 
4582055 31 29 0.9355 0 0.0 0 0.0 1 
4582200 12 11 0.9167000000000001 0 0.0 0 0.0 1 
4583701 12 6 0.5 2 0.1666 1 0.0833 1 
4584056 12 12 1.0 0 0.0 0 0.0 1 
4584120 15 12 0.8 0 0.0 0 0.0 1 
4584141 12 9 0.75 0 0.0 0 0.0 1 
4584254 68 59 0.8676 0 0.0 0 0.0 1 
4585268 11 10 0.9091 0 0.0 0 0.0 1 
4585307 48 43 0.8958 0 0.0 0 0.0 1 
4588247 189 174 0.9206000000000001 2 0.0105 1 0.0052 1 
4588441 19 14 0.7368 0 0.0 0 0.0 1 
4593969 22 13 0.5909 0 0.0 0 0.0 1 
4595514 43 32 0.7442 0 0.0 0 0.0 1 
4603096 14 7 0.5 0 0.0 0 0.0 1 
4604462 98 94 0.9592 0 0.0 0 0.0 1 
4604473 35 34 0.9714 0 0.0 0 0.0 1 
4604475 29 28 0.9655 0 0.0 0 0.0 1 
4607295 15 3 0.2 0 0.0 0 0.0 1 
4608062 75 75 1.0 0 0.0 0 0.0 1 
