num X1 X2 X3 X4 X5 X6 X7 Y
38842 11 8 0.7273000000000001 0 0.0 0 0.0 1 
119830 16 14 0.875 0 0.0 0 0.0 1 
132500 12 12 1.0 0 0.0 0 0.0 1 
153566 11 11 1.0 0 0.0 0 0.0 1 
175096 13 12 0.9231 0 0.0 0 0.0 1 
186790 12 12 1.0 0 0.0 0 0.0 1 
188218 15 12 0.8 0 0.0 0 0.0 1 
212618 23 23 1.0 0 0.0 0 0.0 1 
269860 12 8 0.6667000000000001 0 0.0 0 0.0 1 
274398 18 18 1.0 0 0.0 0 0.0 1 
294688 12 11 0.9167000000000001 0 0.0 0 0.0 1 
329997 34 34 1.0 0 0.0 0 0.0 1 
382880 14 2 0.1429 0 0.0 0 0.0 1 
394479 14 14 1.0 0 0.0 0 0.0 1 
426906 13 13 1.0 0 0.0 0 0.0 1 
437562 14 14 1.0 0 0.0 0 0.0 1 
483698 49 47 0.9592 0 0.0 0 0.0 1 
535366 11 11 1.0 0 0.0 0 0.0 1 
538933 29 28 0.9655 0 0.0 0 0.0 1 
542965 19 19 1.0 0 0.0 0 0.0 1 
543365 38 34 0.8947 0 0.0 0 0.0 1 
549184 11 11 1.0 0 0.0 0 0.0 1 
555966 14 13 0.9286 0 0.0 0 0.0 1 
585083 20 8 0.4 0 0.0 0 0.0 1 
586678 51 50 0.9804 0 0.0 0 0.0 1 
605587 18 18 1.0 0 0.0 0 0.0 1 
612788 26 26 1.0 0 0.0 0 0.0 1 
636866 15 15 1.0 0 0.0 0 0.0 1 
639941 24 23 0.9583 0 0.0 0 0.0 1 
642774 21 14 0.6667000000000001 0 0.0 0 0.0 1 
703551 11 10 0.9091 0 0.0 0 0.0 1 
737169 11 10 0.9091 0 0.0 0 0.0 1 
745663 20 19 0.9500000000000001 0 0.0 0 0.0 1 
746672 28 28 1.0 0 0.0 0 0.0 1 
766814 13 12 0.9231 0 0.0 0 0.0 1 
778236 36 31 0.8611000000000001 0 0.0 0 0.0 1 
830997 13 13 1.0 0 0.0 0 0.0 1 
877008 31 31 1.0 0 0.0 0 0.0 1 
900699 61 0 0.0 0 0.0 0 0.0 1 
901077 11 6 0.5455 0 0.0 0 0.0 1 
902209 12 12 1.0 0 0.0 0 0.0 1 
903989 27 1 0.037000000000000005 0 0.0 0 0.0 1 
905889 63 59 0.9365 0 0.0 0 0.0 1 
906866 26 17 0.6538 0 0.0 0 0.0 1 
923816 32 32 1.0 0 0.0 0 0.0 1 
1000012 57 57 1.0 0 0.0 0 0.0 1 
1017618 17 17 1.0 0 0.0 0 0.0 1 
1072809 11 11 1.0 0 0.0 0 0.0 1 
1144733 45 42 0.9333 0 0.0 0 0.0 1 
1170222 20 18 0.9 0 0.0 0 0.0 1 
1221314 16 15 0.9375 0 0.0 0 0.0 1 
1250598 14 6 0.42860000000000004 0 0.0 0 0.0 1 
1277716 15 15 1.0 0 0.0 0 0.0 1 
1280177 13 12 0.9231 0 0.0 0 0.0 1 
1293922 12 12 1.0 0 0.0 0 0.0 1 
1409883 17 14 0.8235 0 0.0 0 0.0 1 
1428818 11 10 0.9091 0 0.0 0 0.0 1 
1466781 17 16 0.9412 0 0.0 0 0.0 1 
1520520 106 103 0.9717 0 0.0 0 0.0 1 
1522030 15 15 1.0 0 0.0 0 0.0 1 
1525656 25 22 0.88 0 0.0 0 0.0 1 
1526785 12 12 1.0 0 0.0 0 0.0 1 
1530658 16 16 1.0 0 0.0 0 0.0 1 
1543971 14 13 0.9286 0 0.0 0 0.0 1 
1581169 16 16 1.0 0 0.0 0 0.0 1 
1581337 15 15 1.0 0 0.0 0 0.0 1 
1617309 11 6 0.5455 0 0.0 0 0.0 1 
1627629 18 12 0.6667000000000001 0 0.0 0 0.0 1 
1637925 12 12 1.0 0 0.0 0 0.0 1 
1645348 12 9 0.75 0 0.0 0 0.0 1 
1664001 11 11 1.0 0 0.0 0 0.0 1 
1687857 13 10 0.7692 0 0.0 0 0.0 1 
1699594 15 14 0.9333 0 0.0 0 0.0 1 
1709958 44 43 0.9773000000000001 0 0.0 0 0.0 1 
1749370 30 24 0.8 0 0.0 0 0.0 1 
1816654 15 14 0.9333 0 0.0 0 0.0 1 
1835202 12 12 1.0 0 0.0 0 0.0 1 
1876261 12 10 0.8333 0 0.0 0 0.0 1 
1900108 115 109 0.9478000000000001 0 0.0 0 0.0 1 
1903050 11 11 1.0 0 0.0 0 0.0 1 
1906190 12 10 0.8333 0 0.0 0 0.0 1 
