 num X1 X2 X3 X4 X5 X6 X7 Y
135558 12 12 1.0 0 0.0 0 0.0 1 
180616 40 37 0.925 0 0.0 0 0.0 1 
252046 14 14 1.0 0 0.0 0 0.0 1 
308297 13 6 0.4615 0 0.0 0 0.0 1 
389994 11 10 0.9091 0 0.0 0 0.0 1 
437562 14 14 1.0 0 0.0 0 0.0 1 
585083 12 6 0.5 0 0.0 0 0.0 1 
778236 16 13 0.8125 0 0.0 0 0.0 1 
865052 97 90 0.9278000000000001 0 0.0 0 0.0 1 
900699 61 27 0.44260000000000005 0 0.0 0 0.0 1 
901016 15 15 1.0 0 0.0 0 0.0 1 
901077 15 9 0.6 0 0.0 0 0.0 1 
903989 26 8 0.30770000000000003 0 0.0 0 0.0 1 
906239 68 66 0.9706 0 0.0 0 0.0 1 
1082789 16 16 1.0 0 0.0 0 0.0 -1 
1211881 26 25 0.9615 0 0.0 0 0.0 1 
1429999 13 13 1.0 0 0.0 0 0.0 1 
1520520 105 102 0.9714 0 0.0 0 0.0 1 
1543971 21 20 0.9524 0 0.0 0 0.0 1 
1637925 12 12 1.0 0 0.0 0 0.0 1 
1767212 19 12 0.6316 0 0.0 0 0.0 1 
1795158 25 24 0.9600000000000001 0 0.0 0 0.0 1 
1900108 11 7 0.6364 0 0.0 0 0.0 1 
1937416 121 33 0.2727 0 0.0 0 0.0 1 
1991132 246 141 0.5732 0 0.0 0 0.0 1 
2001019 21 20 0.9524 0 0.0 0 0.0 1 
2058618 20 18 0.9 0 0.0 0 0.0 1 
2187685 17 0 0.0 0 0.0 0 0.0 1 
2240184 11 11 1.0 0 0.0 0 0.0 1 
2322729 24 22 0.9167000000000001 0 0.0 0 0.0 1 
2557263 21 16 0.7619 0 0.0 0 0.0 1 
2723471 20 15 0.75 0 0.0 0 0.0 1 
2755406 11 11 1.0 0 0.0 0 0.0 1 
2848114 11 1 0.09090000000000001 0 0.0 0 0.0 1 
2928525 20 19 0.9500000000000001 0 0.0 0 0.0 1 
2990084 23 14 0.6087 0 0.0 0 0.0 1 
3236604 18 15 0.8333 0 0.0 0 0.0 1 
3262670 26 25 0.9615 0 0.0 0 0.0 1 
3626658 11 11 1.0 0 0.0 0 0.0 1 
3796520 18 18 1.0 0 0.0 0 0.0 1 
3815668 12 0 0.0 0 0.0 0 0.0 1 
4050021 19 18 0.9474 0 0.0 0 0.0 1 
4097309 37 37 1.0 0 0.0 0 0.0 1 
4139781 14 12 0.8571000000000001 0 0.0 0 0.0 1 
4226476 24 2 0.0833 0 0.0 0 0.0 1 
4362898 12 8 0.6667000000000001 0 0.0 0 0.0 1 
4377800 12 12 1.0 0 0.0 0 0.0 -1 
4388993 12 12 1.0 0 0.0 0 0.0 1 
4550739 12 12 1.0 0 0.0 0 0.0 -1 
4581896 37 13 0.3514 0 0.0 0 0.0 1 
4584043 27 26 0.9630000000000001 0 0.0 0 0.0 1 
4584224 13 10 0.7692 0 0.0 0 0.0 1 
4584254 16 8 0.5 0 0.0 0 0.0 1 
4584695 63 58 0.9206000000000001 0 0.0 0 0.0 1 
4585307 46 43 0.9348000000000001 0 0.0 0 0.0 1 
4587978 71 66 0.9296 0 0.0 0 0.0 1 
4598006 12 7 0.5833 0 0.0 0 0.0 1 
4598720 21 17 0.8095 0 0.0 0 0.0 1 
4603505 44 44 1.0 0 0.0 0 0.0 1 
4608062 54 53 0.9815 0 0.0 0 0.0 1 
4611222 30 27 0.9 0 0.0 0 0.0 1 
4613330 69 63 0.913 0 0.0 0 0.0 -1 
4617733 14 10 0.7143 0 0.0 0 0.0 1 
4618318 20 16 0.8 0 0.0 0 0.0 1 
4618800 26 9 0.3462 0 0.0 0 0.0 1 
4619462 36 31 0.8611000000000001 0 0.0 0 0.0 1 
4619965 32 27 0.8437 0 0.0 0 0.0 1 
4635568 12 12 1.0 0 0.0 0 0.0 1 
4637367 21 21 1.0 0 0.0 0 0.0 1 
4640005 11 11 1.0 0 0.0 0 0.0 1 
4640019 13 12 0.9231 0 0.0 0 0.0 1 
4647777 13 13 1.0 0 0.0 0 0.0 1 
4648688 11 7 0.6364 0 0.0 0 0.0 1 
4648982 15 15 1.0 0 0.0 0 0.0 1 
4649956 11 11 1.0 0 0.0 0 0.0 1 
4658083 14 13 0.9286 0 0.0 0 0.0 1 
4660597 19 19 1.0 0 0.0 0 0.0 1 
4665938 16 6 0.375 0 0.0 0 0.0 1 
4679252 33 27 0.8182 0 0.0 0 0.0 1 
4681131 45 18 0.4 0 0.0 0 0.0 1 
4685333 86 85 0.9884000000000001 0 0.0 0 0.0 1 
4685336 38 38 1.0 0 0.0 0 0.0 1 
4689903 48 47 0.9792000000000001 0 0.0 0 0.0 1 
4689946 11 8 0.7273000000000001 0 0.0 0 0.0 1 
4690850 11 11 1.0 0 0.0 0 0.0 1 
4692300 11 11 1.0 0 0.0 0 0.0 1 
4692666 14 7 0.5 0 0.0 0 0.0 1 
4695328 19 18 0.9474 0 0.0 0 0.0 1 
4695620 12 3 0.25 0 0.0 0 0.0 1 
4697077 11 3 0.2727 0 0.0 0 0.0 1 
4701831 19 19 1.0 0 0.0 0 0.0 1 
4703263 12 12 1.0 0 0.0 0 0.0 1 
4703308 11 11 1.0 0 0.0 0 0.0 1 
4707491 13 8 0.6154000000000001 0 0.0 0 0.0 1 
4707703 14 12 0.8571000000000001 0 0.0 0 0.0 1 
4709093 14 14 1.0 0 0.0 0 0.0 1 
4711333 120 118 0.9833000000000001 2 0.0166 1 0.0083 1 
4711591 17 6 0.3529 0 0.0 0 0.0 -1 
4711662 11 6 0.5455 0 0.0 0 0.0 1 
4713666 101 87 0.8614 0 0.0 0 0.0 1 
4713866 16 2 0.125 0 0.0 0 0.0 1 
4719533 22 10 0.4545 0 0.0 0 0.0 1 
4720755 11 0 0.0 0 0.0 0 0.0 1 
4723068 89 85 0.9551000000000001 0 0.0 0 0.0 1 
4724928 37 33 0.8919 0 0.0 0 0.0 1 
4725788 28 28 1.0 0 0.0 0 0.0 1 
4727699 20 18 0.9 0 0.0 0 0.0 1 
4730526 31 31 1.0 0 0.0 0 0.0 1 
4731008 12 12 1.0 0 0.0 0 0.0 1 
