num X1 X2 X3 X4 X5 X6 X7 Y
111009 14 0 0.0 0 0.0 0 0.0 1 
135799 12 12 1.0 0 0.0 0 0.0 1 
185564 18 18 1.0 0 0.0 0 0.0 1 
201212 39 38 0.9744 0 0.0 0 0.0 1 
212928 40 40 1.0 0 0.0 0 0.0 1 
394479 14 14 1.0 0 0.0 0 0.0 1 
437562 14 14 1.0 0 0.0 0 0.0 1 
585083 13 1 0.07690000000000001 0 0.0 0 0.0 1 
586678 12 12 1.0 0 0.0 0 0.0 1 
615762 12 11 0.9167000000000001 0 0.0 0 0.0 1 
616156 109 109 1.0 0 0.0 0 0.0 1 
740284 24 14 0.5833 0 0.0 0 0.0 1 
900699 61 47 0.7705000000000001 0 0.0 0 0.0 1 
903989 24 15 0.625 0 0.0 0 0.0 1 
910956 29 10 0.3448 0 0.0 0 0.0 1 
925077 16 15 0.9375 0 0.0 0 0.0 1 
973431 12 12 1.0 0 0.0 0 0.0 1 
1062207 33 31 0.9394 0 0.0 0 0.0 1 
1105072 17 16 0.9412 0 0.0 0 0.0 1 
1256121 12 12 1.0 0 0.0 0 0.0 1 
1264212 14 12 0.8571000000000001 0 0.0 0 0.0 -1 
1787932 27 27 1.0 0 0.0 0 0.0 1 
1910854 21 21 1.0 0 0.0 0 0.0 1 
1937416 119 30 0.2521 0 0.0 0 0.0 1 
1991132 218 66 0.3028 0 0.0 0 0.0 1 
2001028 15 5 0.33330000000000004 0 0.0 0 0.0 1 
2018900 12 0 0.0 0 0.0 0 0.0 1 
2036106 12 12 1.0 0 0.0 0 0.0 1 
2058618 19 18 0.9474 0 0.0 0 0.0 1 
2171993 29 13 0.44830000000000003 0 0.0 0 0.0 1 
2187685 22 1 0.045500000000000006 0 0.0 0 0.0 1 
2369227 275 274 0.9964000000000001 0 0.0 0 0.0 -1 
2501176 12 12 1.0 0 0.0 0 0.0 1 
2570628 13 10 0.7692 0 0.0 0 0.0 1 
2745452 28 27 0.9643 0 0.0 0 0.0 1 
2769095 42 40 0.9524 0 0.0 0 0.0 1 
2825946 12 12 1.0 0 0.0 0 0.0 1 
2837003 17 16 0.9412 0 0.0 0 0.0 1 
2864262 16 16 1.0 0 0.0 0 0.0 1 
3095635 27 27 1.0 0 0.0 0 0.0 1 
3180633 15 13 0.8667 0 0.0 0 0.0 1 
3180719 15 15 1.0 0 0.0 0 0.0 1 
3207054 11 7 0.6364 0 0.0 0 0.0 1 
3412675 35 33 0.9429000000000001 0 0.0 0 0.0 1 
3576507 11 9 0.8182 0 0.0 0 0.0 1 
3738526 22 22 1.0 0 0.0 0 0.0 1 
3872777 69 69 1.0 0 0.0 0 0.0 1 
3905184 12 12 1.0 0 0.0 0 0.0 1 
3939933 24 23 0.9583 0 0.0 0 0.0 1 
3948926 12 12 1.0 0 0.0 0 0.0 1 
4013449 31 28 0.9032 0 0.0 0 0.0 1 
4037759 14 13 0.9286 0 0.0 0 0.0 -1 
4097309 37 37 1.0 0 0.0 0 0.0 1 
4155676 23 23 1.0 0 0.0 0 0.0 1 
4218533 48 47 0.9792000000000001 0 0.0 0 0.0 1 
4226476 14 3 0.2143 0 0.0 0 0.0 1 
4233406 18 18 1.0 0 0.0 0 0.0 1 
4293339 11 4 0.36360000000000003 0 0.0 0 0.0 1 
4439988 25 25 1.0 0 0.0 0 0.0 1 
4466789 84 78 0.9286 0 0.0 0 0.0 1 
4467978 47 47 1.0 0 0.0 0 0.0 1 
4473211 22 22 1.0 0 0.0 0 0.0 1 
4541525 16 14 0.875 0 0.0 0 0.0 1 
4580439 14 14 1.0 0 0.0 0 0.0 1 
4581069 12 11 0.9167000000000001 0 0.0 0 0.0 1 
4583701 16 9 0.5625 0 0.0 0 0.0 1 
4584220 11 3 0.2727 0 0.0 0 0.0 1 
4584224 53 34 0.6415000000000001 0 0.0 0 0.0 1 
4584254 243 232 0.9547 2 0.0082 1 0.0041 1 
